budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,top_genre,year
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,15365,[],en,Witless Protection,The story centers on a small-town sheriff who witnesses what he believes is a kidnapping and rushes to rescue a woman. The kidnappers turn out to be FBI agents assigned to protect her and deliver her to a big Enron-type corruption trial in Chicago but are later found to be on the take and are villains who are bent on killing her,1.8218400000000001,"[{""name"": ""Parallel Films"", ""id"": 5122}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-22,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Protecting America's assets.,Witless Protection,4.0,26,Action,2008
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.workandtheglory.com/,36046,[],en,The Work and the Glory,"When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.",0.571663,[],[],2004-11-24,3347647,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One Man....A Remarkable Vision; One Family....A Desperate Struggle,The Work and the Glory,6.1,7,Drama,2004
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.extract-the-movie.com/,12569,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12094, ""name"": ""business""}, {""id"": 163919, ""name"": ""manufacturing""}, {""id"": 163925, ""name"": ""industrial accident""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189361, ""name"": ""sexless marriage""}, {""id"": 209222, ""name"": ""misfortune""}]",en,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-03,10848783,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sticking it to the man has never looked so good.,Extract,5.7,192,Comedy,2009
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,24356,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 10183, ""name"": ""independent film""}]",en,Masked and Anonymous,"Amidst unrest, organizers put on a benefit concert.",1.7172900000000002,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-08-08,0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Would you reach out your hand to save a drowning man if you thought he might pull you in?,Masked and Anonymous,5.2,13,Drama,2003
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,2577,"[{""id"": 2350, ""name"": ""seattle""}, {""id"": 2682, ""name"": ""shanghai""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3973, ""name"": ""insurance salesman""}, {""id"": 4565, ""name"": ""dystopia""}]",en,Code 46,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",8.859657,"[{""name"": ""BBC Films"", ""id"": 288}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-09-02,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How do you solve a crime when the last thing you want to know is the truth?,Code 46,6.2,116,Drama,2003
7500000,"[{""id"": 35, ""name"": ""Comedy""}]",,103903,"[{""id"": 3525, ""name"": ""racehorse""}]",en,Outside Bet,A group of print workers in 1980s London club together to buy a race horse.,0.08673099999999999,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-04-27,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Outside Bet,5.8,2,Comedy,2012
8000000,"[{""id"": 18, ""name"": ""Drama""}]",http://albertnobbs-themovie.com,73873,"[{""id"": 1307, ""name"": ""butler""}, {""id"": 4729, ""name"": ""dublin""}, {""id"": 13097, ""name"": ""maid""}]",en,Albert Nobbs,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",7.802245,"[{""name"": ""Chrysalis Films"", ""id"": 8717}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2011-12-21,5634828,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A man with a secret. A woman with a dream.,Albert Nobbs,6.2,132,Drama,2011
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,312113,[],en,Black November,"A volatile, oil-rich Nigerian community wages war against their corrupt government and a multi-national oil corporation to protect their land from being destroyed by excessive drilling and spills.  To seek justice, a rebel organization kidnaps an American oil executive and demands that his corporation end the destruction and pollution.  Inspired by true events, Black November is the gripping story of how a community rises up and takes drastic measures to make sure their voices are heard.",1.589693,"[{""name"": ""Wells & Jeta Entertainment"", ""id"": 44067}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NG"", ""name"": ""Nigeria""}]",2012-12-07,0,95.0,[],Released,Blood Will Be Spilled,Black November,6.4,4,Drama,2012
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.theholein3d.com/,45650,"[{""id"": 9866, ""name"": ""basement""}, {""id"": 156168, ""name"": ""hole""}, {""id"": 161552, ""name"": ""little brother""}]",en,The Hole,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE.",9.983004,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-09,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What Are You So Afraid Of?,The Hole,5.6,244,Thriller,2009
7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://theneondemon.com/,301365,"[{""id"": 14818, ""name"": ""model""}]",en,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Amazon Studios"", ""id"": 20580}, {""name"": ""Vendian Entertainment"", ""id"": 50481}, {""name"": ""Space Rocket Nation"", ""id"": 67574}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-08,1333124,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beauty is vicious.,The Neon Demon,6.4,887,Thriller,2016
7300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,25941,"[{""id"": 2801, ""name"": ""self-defense""}, {""id"": 33476, ""name"": ""widower""}]",en,Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,16.829837,"[{""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Marv Films"", ""id"": 5374}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-11-11,10329747,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every man has a breaking point.,Harry Brown,6.7,348,Thriller,2009
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,29064,"[{""id"": 3036, ""name"": ""bible""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10867, ""name"": ""biblical code""}, {""id"": 10870, ""name"": ""revelation (book)""}]",en,The Omega Code,"In this spiritual thriller, an ancient prophecy is about to be fulfilled as a secret code brings the world to the edge of Apocalypse. Gillen Lane (Casper Van Dien) is a expert on theology and mythology who has gained international fame as a motivational speaker.",1.288173,"[{""name"": ""Code Productions"", ""id"": 4897}]",[],1999-10-15,2400000,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,,The Omega Code,4.4,17,Horror,1999
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.foxsearchlight.com/juno/,7326,"[{""id"": 738, ""name"": ""sexuality""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 2201, ""name"": ""first time""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3725, ""name"": ""pregnancy and birth""}, {""id"": 5808, ""name"": ""pregnant minor""}, {""id"": 5825, ""name"": ""precocity""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 173186, ""name"": ""teenage pregnancy""}]",en,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-05,231411584,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,Comedy,2007
7500000,"[{""id"": 28, ""name"": ""Action""}]",,326284,[],en,Pound of Flesh,"In China to donate his kidney to his dying niece, former black-ops agent Deacon awakes the day before the operation to find he is the latest victim of organ theft. Stitched up and pissed-off, Deacon descends from his opulent hotel in search of his stolen kidney and carves a blood-soaked path through the darkest corners of the city. The clock is ticking for his niece and with each step he loses blood.",4.943588,"[{""name"": ""Odyssey Media"", ""id"": 17161}, {""name"": ""Rodin Entertainment"", ""id"": 23283}, {""name"": ""Ace Film Company"", ""id"": 56343}, {""name"": ""Chunqiu Time Culture Co."", ""id"": 56344}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2015-05-07,0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The black market is about to get bloody,Pound of Flesh,5.5,63,Action,2015
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://500days.com,19913,"[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2861, ""name"": ""gallery""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 180509, ""name"": ""ikea""}, {""id"": 201689, ""name"": ""year""}, {""id"": 201696, ""name"": ""heartache""}]",en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Watermark"", ""id"": 4364}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-17,60722734,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904,Comedy,2009
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://magicmikemovie.warnerbros.com,77930,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 164865, ""name"": ""male stripper""}, {""id"": 165492, ""name"": ""novice""}]",en,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",35.897151,"[{""name"": ""Extension 765"", ""id"": 8850}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-28,167221571,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Work all day. Work it all night.,Magic Mike,6.1,1040,Drama,2012
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,10727,"[{""id"": 616, ""name"": ""witch""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 177894, ""name"": ""witch hunt""}]",en,Darkness Falls,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before",11.199544,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Distant Corners Entertainment Group Inc."", ""id"": 21838}, {""name"": ""Blue Star Productions"", ""id"": 21839}, {""name"": ""Morningstar Films"", ""id"": 21840}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-24,0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil rises.,Darkness Falls,4.9,161,Thriller,2003
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://mydogskip.warnerbros.com/,17908,"[{""id"": 787, ""name"": ""mississippi""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 15162, ""name"": ""dog""}]",en,My Dog Skip,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",5.675535,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-01-14,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every family needs an optimist.,My Dog Skip,6.5,69,Comedy,2000
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.definitelymaybemovie.com/,8390,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5608, ""name"": ""affection""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 6664, ""name"": ""make a match""}, {""id"": 7066, ""name"": ""sex education""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 224876, ""name"": ""past relationship""}]",en,"Definitely, Maybe","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",29.173265999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Ringerike Erste Filmproduktion"", ""id"": 49123}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-08,55447968,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three relationships. Three disasters. One last chance.,"Definitely, Maybe",6.7,620,Comedy,2008
6600000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.jumpingthebroom-movie.com/,57119,"[{""id"": 12532, ""name"": ""african american""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 15188, ""name"": ""martha's vineyard""}]",en,Jumping the Broom,Two very different families converge on Martha's Vineyard one weekend for a wedding.,4.4924550000000005,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Sony Pictures Worldwide Acquisitions (SPWA)"", ""id"": 14577}, {""name"": ""TDJ Enterprises / New Dimensions Entertainment"", ""id"": 71959}, {""name"": ""Our Stories Films"", ""id"": 71960}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-06,37710610,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes the only way to get past family drama... is to jump right over it.,Jumping the Broom,6.0,56,Comedy,2011
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://wip.warnerbros.com/goodnightgoodluck/,3291,"[{""id"": 903, ""name"": ""telecaster""}, {""id"": 2109, ""name"": ""communist""}, {""id"": 2339, ""name"": ""political activism""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7059, ""name"": ""anti-communism""}]",en,"Good Night, and Good Luck.","The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",17.717681,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}, {""name"": ""Davis Films"", ""id"": 14175}, {""name"": ""Section Eight Productions"", ""id"": 14315}, {""name"": ""Redbus Pictures"", ""id"": 20451}, {""name"": ""Tohokushinsha"", ""id"": 51850}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-16,54600000,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They took on the Government with nothing but the truth.,"Good Night, and Good Luck.",6.8,273,Drama,2005
7000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/capote/,398,"[{""id"": 237, ""name"": ""gay""}, {""id"": 476, ""name"": ""self-fulfilling prophecy""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1948, ""name"": ""literature research""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5565, ""name"": ""biography""}]",en,Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",17.434862,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Cooper's Town Productions"", ""id"": 213}, {""name"": ""Eagle Vision Inc."", ""id"": 214}, {""name"": ""Manitoba Film and Video Production Tax Credit"", ""id"": 11715}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Infinity Media"", ""id"": 54280}, {""name"": ""A-Line Pictures"", ""id"": 54281}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-30,49084830,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In Cold Blood,Capote,6.8,384,Crime,2005
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}]",,9392,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 6399, ""name"": ""rope""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 8695, ""name"": ""bestie""}, {""id"": 8796, ""name"": ""appalachia""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 50009, ""name"": ""survival horror""}]",en,The Descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",23.413188,"[{""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Northmen Productions"", ""id"": 45785}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-07-08,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Scream your last breath.,The Descent,6.8,1005,Adventure,2005
0,"[{""id"": 99, ""name"": ""Documentary""}]",,24977,"[{""id"": 6075, ""name"": ""sport""}]",en,Michael Jordan to the Max,"This documentary showcases basketball player Michael Jordan's awe-inspiring moves, providing behind-the-scenes and on-the-court action, including footage of Jordan and the Chicago Bulls going head-to-head against the Utah Jazz in the 1997 NBA Finals. Phil Jackson and Bob Costas are interviewed (among others), and the awesome soundtrack includes songs by Earth, Wind and Fire, Fatboy Slim and Freddie King.",1.8303060000000002,"[{""name"": ""IMAX"", ""id"": 3447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-05,21268532,46.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Up close some heroes get even bigger.,Michael Jordan to the Max,7.5,10,Documentary,2000
7000000,"[{""id"": 27, ""name"": ""Horror""}]",,79316,"[{""id"": 163053, ""name"": ""found footage""}]",en,Devil's Due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,14.741589000000001,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-08,36433975,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Devil Always Gets His Due,Devil's Due,4.4,216,Horror,2014
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",http://robzombie.com/movies/the-devils-rejects/,1696,"[{""id"": 625, ""name"": ""sadistic""}, {""id"": 627, ""name"": ""killing""}, {""id"": 657, ""name"": ""fire""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10022, ""name"": ""rampage""}, {""id"": 10371, ""name"": ""antisocial personality disorder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 13125, ""name"": ""sadist""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14831, ""name"": ""stabbing""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 18320, ""name"": ""held at gunpoint""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 157560, ""name"": ""roadkill""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 176691, ""name"": ""killer clown""}, {""id"": 188186, ""name"": ""painted face""}, {""id"": 191327, ""name"": ""evil clown""}, {""id"": 206642, ""name"": ""homicidal maniac""}, {""id"": 212406, ""name"": ""sadistic horror""}]",en,The Devil's Rejects,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",16.754452,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Cinelamda Internationale Filmproduktionsgesellschaft"", ""id"": 45966}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-22,0,107.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Death walks behind. Hell waits ahead.,The Devil's Rejects,6.6,322,Drama,2005
